Order ID,Product ID,Amount (kg),Order Confirm Date,Required Delivery Date
1005781,8908023,20000,,2020-07-30
1005998,8909373,6297,,2020-07-15
1005969,8908023,20000,2020-05-29,
1005969,8908023,20000,2020-05-29,
,,,,
1006069,8902635,10000,2020-06-16,2020-08-05
1005998,8909373,6500,2020-06-30,2020-09-10
1006067,8908023,21000,2020-06-22,2020-07-07
1006067,8908023,21000,2020-06-22,2020-07-14
1006067,8908023,10000,2020-06-22,2020-07-20
1006022,8902398,4000,2020-06-11,2020-07-16
1005969,8908023,20000,2020-06-29,2020-08-06
1005969,8908023,20000,2020-06-29,2020-08-10
1005969,8908023,20000,2020-06-29,2020-08-13
1005969,8908023,20000,2020-06-29,2020-08-18
1005969,8908023,20000,2020-06-29,2020-07-13
1005969,8908023,20000,2020-06-29,2020-07-17
1005969,8908023,20000,2020-06-29,2020-07-20
1005969,8908023,20000,2020-06-29,2020-07-24
1006018,8908748,20000,2020-06-16,2020-07-13
1006018,8908748,20000,2020-06-16,2020-07-17
1006018,8908748,20000,2020-06-16,2020-07-20
1006018,8908748,20000,2020-06-16,2020-07-24
1006018,8908748,20000,2020-06-16,2020-07-28
1006018,8908748,20000,2020-06-16,2020-08-01
1006018,8908748,20000,2020-06-16,2020-08-07
1004812,8908023,21000,2017-02-14,2017-03-20
1004812,8908023,21000,2017-02-14,2017-03-27
1004812,8908023,21000,2017-02-14,2017-04-03
1004484,8902635,22400,2017-02-27,2017-05-24
1004484,8902635,11200,2017-02-27,2017-06-01
1004484,8902635,22400,2017-02-27,2017-06-01
1004484,8902635,22400,2017-02-27,2017-06-13
1004547,8908112,20000,2017-02-27,2017-03-28
1004812,8908024,21000,2017-02-27,2017-04-19
1004812,8908023,21000,2017-02-27,2017-04-10
1004812,8908023,21000,2017-02-27,2017-04-19
1004812,8908023,21000,2017-02-27,2017-04-26
1005256,8906381,4920,2017-03-27,2017-06-10
1004886,8908672,19200,2017-04-10,2017-05-29
1004886,8908749,20000,2017-04-10,2017-05-08
1004886,8908749,20000,2017-04-10,2017-05-12
1004886,8908749,20000,2017-04-10,2017-05-19
1004886,8908749,20000,2017-04-10,2017-05-24
1004886,8908749,20000,2017-04-10,2017-05-26
1004548,8908023,21000,2017-05-10,2017-05-31
1004886,8908749,20000,2017-05-10,2017-06-05
1004886,8908749,20000,2017-05-10,2017-06-09
1004886,8908749,20000,2017-05-10,2017-06-14
1004886,8908749,20000,2017-05-10,2017-06-16
1004886,8908749,20000,2017-05-10,2017-06-21
1004886,8908749,20000,2017-05-10,2017-06-26
1004886,8908749,20000,2017-05-10,2017-06-26
1004577,8908023,21000,2017-05-11,2017-06-19
1004558,8908112,20133,2017-05-15,2017-06-21
1004558,8907133,6000,2017-05-15,2017-06-14
1004558,8908023,21000,2017-01-02,2017-02-08
1004558,8908023,21000,2017-01-02,2017-02-15
1004886,8908023,20000,2017-01-04,2017-02-10
1004886,8908023,20000,2017-01-04,2017-02-21
1004886,8908023,20000,2017-01-04,2017-02-28
1004886,8908748,20000,2017-01-04,2017-02-10
1004886,8908748,20000,2017-01-04,2017-02-17
1004886,8908748,20000,2017-01-04,2017-02-21
1004886,8908748,20000,2017-01-04,2017-02-28
1004886,8908748,20000,2017-01-04,2017-02-03
1004886,8908748,20000,2017-01-04,2017-02-24
1004886,8908672,20300,2017-01-04,2017-02-10
1004886,8908749,20000,2017-01-04,2017-02-22
1004886,8908749,20000,2017-01-04,2017-02-06
1004553,8908114,21000,2017-01-24,2017-03-01
1004553,8908114,21000,2017-01-24,2017-02-22
1004217,8905735,2350,2017-01-25,2017-03-23
1005256,8905735,1400,2017-02-21,2017-05-10
1004558,8908023,21000,2017-03-13,2017-04-25
1004558,8908023,14400,2017-03-13,2017-05-02
1004558,8907133,4500,2017-03-13,2017-04-18
1004553,8902635,21000,2017-03-27,2017-05-10
1004553,8908023,21000,2017-03-27,2017-05-11
1005256,8906381,4200,2017-04-21,2017-07-20
1004558,8908023,21000,2017-05-02,2017-05-22
1004558,8908023,21000,2017-05-02,2017-06-07
1004558,8908023,14000,2017-05-02,2017-06-14
1004558,8908023,21000,2017-05-02,2017-06-21
1005256,8906381,4200,2017-05-04,2017-08-15
1005256,8905735,920,2017-05-04,2017-08-15
1004558,8908023,21000,2017-05-08,2017-06-21
1004553,8902635,21000,2017-05-08,2017-06-29
1004553,8902635,21000,2017-05-08,2017-06-30
1004553,8908023,20000,2017-05-08,2017-06-28
1004812,8908023,21000,2017-05-19,2017-06-05
1004812,8908023,21000,2017-05-19,2017-06-12
1004812,8908023,21000,2017-05-19,2017-06-19
1004812,8908023,21000,2017-05-19,2017-06-19
1004812,8908023,21000,2017-05-19,2017-06-26
1004812,8908023,21000,2017-05-19,2017-06-30
1004577,8908023,21000,2017-05-19,2017-07-31
1004553,8908114,21000,2017-01-02,2017-02-15
1004558,8908024,21000,2017-01-02,2017-01-25
1005521,8908114,20000,2020-05-06,2020-05-11
1004548,8907133,4500,2017-01-02,2017-02-08
1004553,8902635,21000,2017-01-16,2017-02-21
1004553,8902635,21000,2017-01-16,2017-02-28
1004553,8902635,21000,2017-01-16,2017-03-07
1004553,8908114,21000,2017-01-16,2017-03-01
1004553,8908114,21000,2017-01-16,2017-03-08
1004553,8908023,21000,2017-01-16,2017-03-07
1004558,8908112,21000,2017-01-24,2017-02-02
1004577,8908023,21000,2017-01-26,2017-02-27
1004553,8902635,21000,2017-01-30,2017-03-21
1004547,8908023,21000,2017-02-03,2017-03-08
1004547,8908112,20000,2017-02-03,2017-02-28
1004547,8908112,20000,2017-02-03,2017-03-14
1004547,8902635,21000,2017-02-03,2017-03-08
1004547,8902635,21000,2017-02-03,2017-03-15
1004553,8902635,21000,2017-02-03,2017-03-09
1004553,8908023,21000,2017-02-17,2017-04-11
1004553,8908023,21000,2017-02-17,2017-03-14
1004553,8908023,21000,2017-02-17,2017-04-04
1004553,8908112,12133,2017-02-17,2017-03-08
1004553,8908112,12133,2017-02-17,2017-04-03
1004553,8902635,21000,2017-02-17,2017-04-03
1004553,8908023,21000,2017-03-03,2017-04-25
1004553,8902635,21000,2017-03-03,2017-04-17
1004886,8908023,20221,2017-03-06,2017-04-21
1004886,8908023,20221,2017-03-06,2017-04-28
1004886,8908748,20000,2017-03-06,2017-04-03
1004886,8908748,20000,2017-03-06,2017-04-05
1004886,8908748,20000,2017-03-06,2017-04-07
1004886,8908748,20000,2017-03-06,2017-04-11
1004886,8908748,20000,2017-03-06,2017-04-13
1004886,8908748,20000,2017-03-06,2017-04-19
1004886,8908748,20000,2017-03-06,2017-04-21
1004886,8908748,20000,2017-03-06,2017-04-26
1004886,8908748,20000,2017-03-06,2017-04-28
1004886,8908672,19200,2017-03-06,2017-04-21
1004886,8908749,20000,2017-03-06,2017-04-05
1004886,8908749,20000,2017-03-06,2017-04-13
1004886,8908749,20000,2017-03-06,2017-04-21
1004886,8908749,20000,2017-03-06,2017-04-28
1004553,8902635,21000,2017-03-10,2017-03-27
1004553,8908111,12000,2017-03-10,2017-04-17
1004577,8908023,21000,2017-01-12,2017-02-27
1004577,8908023,21000,2017-01-12,2017-02-07
1004577,8908023,21000,2017-01-19,2017-03-06
1004547,8902635,21000,2017-02-17,2017-03-21
1004547,8902635,21000,2017-02-17,2017-03-23
1004547,8902635,21000,2017-02-17,2017-03-28
1004547,8902635,21000,2017-02-17,2017-04-04
1004602,8902635,11200,2017-03-20,2017-06-05
1004602,8902635,11200,2017-03-20,2017-06-05
1004602,8902635,11200,2017-03-20,2017-06-11
1004602,8902635,11200,2017-03-20,2017-06-11
1004602,8902635,11200,2017-03-20,2017-06-18
1004886,8908023,20000,2017-03-22,2017-06-09
1004886,8908023,20000,2017-03-22,2017-06-21
1004886,8908023,20000,2017-03-22,2017-05-10
1004886,8908023,20000,2017-03-22,2017-05-25
1004886,8908748,20000,2017-03-22,2017-05-10
1004886,8908748,20000,2017-03-22,2017-05-10
1004886,8908748,20000,2017-03-22,2017-05-12
1004886,8908748,20000,2017-03-22,2017-05-12
1004886,8908748,20000,2017-03-22,2017-05-17
1004886,8908748,20000,2017-03-22,2017-05-18
1004886,8908748,20000,2017-03-22,2017-05-24
1004886,8908748,20000,2017-03-22,2017-05-26
1004886,8908748,20000,2017-03-22,2017-05-31
1004886,8908748,20000,2017-03-22,2017-05-31
1004886,8908748,20000,2017-03-22,2017-06-07
1004886,8908748,20000,2017-03-22,2017-06-09
1004886,8908748,20000,2017-03-22,2017-06-14
1004886,8908748,20000,2017-03-22,2017-06-16
1004886,8908748,20000,2017-03-22,2017-06-16
1004553,8908114,21000,2017-03-31,2017-04-19
1004553,8908023,21000,2017-03-31,2017-05-18
1004553,8908112,12133,2017-03-31,2017-05-22
1004577,8908023,21000,2017-04-06,2017-06-19
1004602,8902398,3400,2017-04-06,2017-06-13
1005256,8906381,4200,2017-04-18,2017-07-01
1004812,8908023,21000,2017-01-03,2017-01-30
1004812,8908023,21000,2017-01-03,2017-02-27
1004547,8908023,21000,2017-01-06,2017-01-31
1004558,8908023,21000,2017-01-09,2017-02-22
1004558,8908023,21000,2017-01-09,2017-02-22
1004558,8908023,21000,2017-01-09,2017-03-01
1004558,8902398,1318,2017-01-09,2017-02-15
1004812,8908024,21000,2017-01-09,2017-01-30
1004812,8908024,21000,2017-01-09,2017-03-06
1004812,8908024,21000,2017-01-09,2017-03-06
1004812,8908023,21000,2017-01-09,2017-01-30
1004812,8908023,21000,2017-01-09,2017-03-06
1004484,8902635,22400,2017-01-12,2017-03-27
1004484,8902635,22400,2017-01-12,2017-04-03
1004558,8908023,21000,2017-01-24,2017-03-01
1004558,8908023,21000,2017-01-24,2017-03-07
1004558,8907133,4500,2017-01-24,2017-02-15
1004558,8908023,21000,2017-01-24,2017-03-07
1005256,8906381,4200,2017-01-26,2017-04-10
1004886,8908023,20221,2017-02-06,2017-03-10
1004886,8908023,20221,2017-02-06,2017-03-22
1004886,8908748,20000,2017-02-06,2017-03-03
1004886,8908748,20000,2017-02-06,2017-03-06
1004886,8908748,20000,2017-02-06,2017-03-10
1004886,8908748,20000,2017-02-06,2017-03-15
1004886,8908748,20000,2017-02-06,2017-03-17
1004886,8908748,20000,2017-02-06,2017-03-22
1004886,8908748,20000,2017-02-06,2017-03-27
1004886,8908748,20000,2017-02-06,2017-03-31
1004886,8908672,19200,2017-02-06,2017-03-14
1004886,8908749,20000,2017-02-06,2017-03-08
1004886,8908749,20000,2017-02-06,2017-03-21
1004484,8902635,22400,2017-02-16,2017-05-11
1004484,8902635,22400,2017-02-16,2017-05-05
1004484,8902635,22400,2017-02-17,2017-04-13
1004484,8902635,22400,2017-02-17,2017-04-20
1004484,8902635,22400,2017-02-17,2017-05-16
1004558,8908023,21000,2017-02-20,2017-04-04
1004558,8908023,21000,2017-02-20,2017-04-11
1004558,8908112,21000,2017-02-20,2017-03-01
1004558,8908112,21000,2017-02-20,2017-03-29
1004558,8907133,4500,2017-02-20,2017-03-15
1005256,8906381,4600,2017-02-21,2017-05-10
1004553,8902635,21000,2017-01-23,2017-03-14
1004553,8908023,21000,2017-01-23,2017-02-03
1004602,8902635,11200,2017-01-24,2017-04-17
1004602,8902635,11200,2017-01-24,2017-04-24
1004602,8902635,11200,2017-01-24,2017-04-03
1004602,8902635,11200,2017-01-24,2017-04-10
1004553,8908023,21000,2017-02-03,2017-03-07
1004558,8908023,21000,2017-02-03,2017-03-29
1004558,8908112,21000,2017-02-03,2017-03-07
1004558,8902398,1318,2017-02-03,2017-03-22
1004553,8902635,21000,2017-02-10,2017-03-23
1004577,8908023,21000,2017-02-10,2017-02-23
1004484,8902398,580,2017-02-16,2017-03-28
1004548,8908111,12700,2017-03-10,2017-03-27
1004548,8907133,6000,2017-03-10,2017-03-27
1004548,8902398,1338,2017-03-10,2017-03-27
1004547,8908112,20000,2017-03-17,2017-04-20
1004547,8908112,20000,2017-03-17,2017-05-04
1004547,8902635,21000,2017-03-17,2017-05-09
1004558,8908023,21000,2017-03-31,2017-05-09
1004558,8908023,21000,2017-03-31,2017-05-16
1004547,8902615,2960,2017-02-14,2017-03-28
1004547,8908880,5300,2017-02-14,2017-03-28
1004484,8902635,11200,2017-02-28,2017-05-24
1004812,8908024,21000,2017-03-10,2017-04-24
1004812,8908023,21000,2017-03-10,2017-05-05
1004547,8902635,21000,2017-04-07,2017-05-23
1004577,8908023,21000,2017-04-13,2017-07-03
1004553,8908023,21000,2017-04-17,2017-05-23
1004553,8908023,21000,2017-04-17,2017-06-09
1004553,8902635,21000,2017-04-17,2017-05-31
1004553,8902635,21000,2017-04-17,2017-06-09
1004553,8902635,21000,2017-04-21,2017-06-01
1004553,8902635,21000,2017-04-21,2017-06-08
1004553,8902635,21000,2017-04-21,2017-06-13
1004553,8902635,21000,2017-04-21,2017-06-14
1004553,8908023,21000,2017-04-28,2017-06-14
1004553,8908023,21000,2017-04-28,2017-06-21
1004553,8908023,21000,2017-04-28,2017-05-26
1004553,8908112,12133,2017-04-28,2017-06-19
1004547,8902635,21000,2017-05-08,2017-06-21
1004547,8902635,19600,2017-05-08,2017-06-28
1004602,8902635,22400,2017-05-08,2017-06-19
1004602,8902635,11200,2017-05-08,2017-06-26
1004602,8902635,11200,2017-05-08,2017-07-03
1004602,8902635,11200,2017-05-08,2017-07-10
1004602,8902635,22400,2017-05-08,2017-07-17
1004553,8902635,21000,2017-05-09,2017-06-08
1004553,8902635,21000,2017-05-09,2017-05-29
1004484,8902635,22400,2017-02-08,2017-04-09
1005256,8905735,1840,2017-08-10,2017-11-01
1004577,8908023,21000,2017-08-10,2017-09-12
1004577,8908023,21000,2017-08-10,2017-09-18
1004484,8601971,740,2017-09-06,2017-11-08
1004558,8908023,21000,2017-09-06,2017-10-10
1004553,8902635,21000,2017-09-13,2017-10-26
1004553,8902635,21000,2017-09-13,2017-10-26
1004558,8907133,6000,2017-06-19,2017-08-01
1004886,8908023,20000,2017-06-30,2017-08-04
1004886,8908023,20000,2017-06-30,2017-08-25
1004886,8908023,20000,2017-06-30,2017-08-14
1004886,8908748,20000,2017-06-30,2017-08-31
1004886,8908748,20000,2017-06-30,2017-08-31
1004886,8908748,20000,2017-06-30,2017-08-28
1004886,8908748,20000,2017-06-30,2017-08-11
1004886,8908748,20000,2017-06-30,2017-08-18
1004886,8908748,20000,2017-06-30,2017-08-23
1004886,8908748,20000,2017-06-30,2017-08-07
1004558,8908023,11000,2017-07-07,2017-08-01
1005256,8906381,1600,2017-07-13,2017-09-01
1004547,8902635,20277,2017-07-17,2017-08-24
1004553,8902635,21000,2017-07-24,2017-08-30
1004553,8902635,21000,2017-07-24,2017-08-30
1004553,8908023,21000,2017-07-24,2017-09-12
1004547,8908023,20128,2017-07-17,2017-09-05
1005256,8905735,1380,2017-07-25,2017-08-15
1004558,8908023,21000,2017-07-29,2017-08-30
1004558,8908023,21000,2017-07-29,2017-09-19
1004812,8908023,21000,2017-08-01,2017-09-04
1004812,8908023,21000,2017-08-01,2017-09-11
1004812,8908023,21000,2017-08-01,2017-09-18
1004812,8908023,21000,2017-08-01,2017-09-18
1004553,8902635,21000,2017-08-07,2017-09-20
1004553,8902635,21000,2017-08-07,2017-09-20
1004548,8908023,21000,2017-08-18,2017-09-11
1004548,8908023,21000,2017-08-18,2017-09-25
1004548,8908023,21000,2017-08-18,2017-10-09
1004548,8902398,1500,2017-08-18,2017-09-25
1004547,8908112,20000,2017-08-18,2017-09-27
1004484,8902398,600,2017-08-23,2017-11-15
1004553,8908023,20000,2017-09-06,2017-09-14
1004558,8908023,21000,2017-05-23,2017-07-05
1004558,8908023,21000,2017-05-23,2017-07-12
1004558,8902398,1338,2017-05-23,2017-06-08
1004553,8908023,10000,2017-05-26,2017-06-01
1004547,8902635,21000,2017-05-29,2017-07-12
1004547,8902635,21000,2017-05-29,2019-07-19
1004886,8908023,20001,2017-06-02,2017-07-13
1004886,8908023,20000,2017-06-02,2017-07-26
1004886,8908748,20000,2017-06-02,2017-07-14
1004886,8908748,20000,2017-06-02,2017-07-19
1004886,8908748,20000,2017-06-02,2017-07-21
1004886,8908748,20000,2017-06-02,2017-07-26
1004886,8908748,20000,2017-06-02,2017-07-28
1004886,8908748,20000,2017-06-02,2017-07-21
1004886,8908672,19200,2017-06-02,2017-07-14
1004886,8908749,20000,2017-06-02,2017-07-05
1004886,8908749,20000,2017-06-02,2017-07-06
1004886,8908749,20000,2017-06-02,2017-07-10
1004886,8908749,20000,2017-06-02,2017-07-12
1004886,8908749,20000,2017-06-02,2017-07-19
1004886,8908749,20000,2017-06-02,2017-07-24
1004886,8908749,20000,2017-06-02,2017-07-27
1004886,8908749,20000,2017-06-02,2017-07-31
1004558,8908023,21000,2017-06-05,2017-06-27
1004558,8908023,21000,2017-06-05,2017-07-18
1004558,8908023,21000,2017-06-05,2017-07-25
1004558,8908112,20133,2017-06-05,2017-07-17
1004553,8908023,21000,2017-06-16,2017-08-02
1004558,8908023,21000,2017-06-28,2017-07-18
1004558,8908023,18000,2017-06-28,2017-08-16
1004602,8902398,5600,2017-06-30,2017-08-21
1004602,8902635,11200,2017-06-30,2017-08-28
1004602,8902635,11200,2017-06-30,2017-09-04
1004602,8902635,11200,2017-06-30,2017-09-11
1004602,8902635,11200,2017-06-30,2017-09-18
1004812,8908023,21000,2017-06-30,2017-08-07
1004812,8908023,21000,2017-06-30,2017-08-21
1004812,8908023,21000,2017-06-30,2017-08-28
1004553,8902635,21000,2017-07-10,2017-08-24
1004553,8902635,21000,2017-07-10,2017-08-29
1004553,8908023,21000,2017-07-10,2017-09-01
1004553,8902635,21000,2017-07-17,2017-09-05
1005521,8908024,5000,2020-05-27,2020-06-26
1006020,8908023,7400,2020-06-12,2020-06-20
1005969,8908023,20000,2020-06-18,2020-06-25
1005969,8908023,20000,2020-06-18,2020-07-07
1006021,8902635,6500,2020-06-23,2020-07-06
1006020,8908023,15000,2020-06-30,2020-07-07
1006020,8908023,21000,2020-06-30,2020-08-17
1006020,8908023,15000,2020-06-30,2020-07-21
1005462,8909286,8700,2020-07-02,2020-09-10
1005462,8909286,13000,2020-07-02,2020-09-28
1004548,8908023,21000,2017-09-13,2017-10-23
1004548,8907133,9000,2017-09-13,2017-10-10
1004558,8908024,10600,2017-09-13,2017-09-27
1005256,8905735,1840,2017-09-13,2017-12-01
1004602,8902635,11200,2017-09-20,2017-10-23
1004602,8902635,11200,2017-09-20,2017-10-30
1004577,8908023,21000,2017-09-22,2017-11-14
1004547,8908023,20000,2017-09-22,2017-11-07
1004553,8908023,21000,2017-05-22,2017-07-05
1004553,8908023,21000,2017-05-22,2017-07-12
1004547,8908023,21000,2017-06-02,2017-06-27
1005256,8906381,2600,2017-06-08,2017-09-01
1005256,8906381,4200,2017-06-08,2017-09-25
1004577,8908023,21000,2017-06-08,2017-07-10
1004553,8908023,21000,2017-06-10,2017-07-26
1004553,8902635,21000,2017-06-10,2017-08-04
1004547,8908023,21000,2017-06-23,2017-07-26
1005256,8906381,4200,2017-07-06,2017-10-01
1004553,8902635,21000,2017-07-29,2017-09-15
1004553,8902635,21000,2017-07-29,2017-09-15
1004553,8908023,21000,2017-07-29,2017-09-15
1005364,8908023,20000,2017-08-02,2017-09-13
1005364,8908023,20000,2017-08-02,2017-09-26
1005364,8908748,20000,2017-08-02,2017-09-20
1005364,8908748,20000,2017-08-02,2017-09-25
1005364,8908748,20000,2017-08-02,2017-09-29
1005364,8908672,10200,2017-08-02,2017-09-22
1005364,8908749,20000,2017-08-02,2017-09-08
1005364,8908749,20000,2017-08-02,2017-09-11
1005364,8908749,20000,2017-08-02,2017-09-15
1005364,8908749,20000,2017-08-02,2017-09-25
1005364,8908749,20000,2017-08-02,2017-09-29
1004602,8902635,11200,2017-08-07,2017-09-25
1004602,8902635,11200,2017-08-07,2017-10-02
1004602,8902635,11200,2017-08-07,2017-10-09
1004602,8902635,11200,2017-08-07,2017-10-16
1004602,8902635,11200,2017-08-07,2017-10-23
1004812,8908023,21000,2017-08-17,2017-09-25
1004812,8908023,21000,2017-08-17,2017-10-02
1004558,8902398,1500,2017-08-18,2017-09-11
1004558,8908023,21000,2017-03-06,2017-03-23
1004558,8908023,21000,2017-03-06,2017-04-05
1004558,8908023,21000,2017-03-06,2017-04-19
1004558,8908112,21000,2017-03-06,2017-04-04
1004558,8908023,21000,2017-04-10,2017-05-30
1004558,8908112,20133,2017-04-10,2017-05-03
1004558,8908112,20133,2017-04-10,2017-05-10
1004558,8908112,20133,2017-04-10,2017-05-31
1004553,8908023,21000,2017-04-10,2017-05-30
1004553,8908023,21000,2017-04-10,2017-04-28
1004553,8902635,21000,2017-04-10,2017-05-17
1004553,8902635,21001,2017-04-10,2017-05-03
1004547,8902635,21000,2017-04-13,2017-05-10
1004547,8902635,21000,2017-04-13,2017-05-16
1004547,8902635,21000,2017-04-13,2017-05-31
1004547,8902635,21000,2017-04-13,2017-06-08
1004886,8908748,20000,2017-05-09,2017-06-23
1004886,8908748,20000,2017-05-09,2017-06-26
1004553,8908023,21000,2017-05-09,2017-05-22
1004602,8902635,11200,2017-05-29,2017-08-07
1004602,8902635,11200,2017-05-29,2017-08-14
1004602,8902635,11200,2017-05-29,2017-08-21
1004602,8902635,11200,2017-05-29,2017-08-07
1004812,8908023,21000,2017-06-28,2017-07-31
1004812,8908023,21000,2017-06-28,2017-08-07
1004812,8908023,21000,2017-06-28,2017-08-14
1004602,8902398,3900,2017-07-27,2017-09-24
1005256,8905735,2800,2017-07-27,2017-10-01
1004547,8908112,15000,2017-08-17,2017-09-12
1004558,8908112,13000,2017-08-18,2017-09-18
1004558,8908112,13000,2017-08-18,2017-09-26
1004558,8908112,22000,2017-08-18,2017-10-02
1004886,8908672,9100,2017-09-07,2017-09-22
1004602,8902635,11200,2017-09-07,2017-11-20
1004602,8902635,11200,2017-09-07,2017-10-30
1004602,8902635,11200,2017-09-07,2017-11-06
1004602,8902635,11200,2017-09-07,2017-11-13
1004577,8908023,21000,2017-09-07,2017-11-01
1004558,8908023,18000,2017-09-13,2017-10-17
1004558,8908023,22000,2017-09-13,2017-10-24
1004558,8908023,22000,2017-09-13,2017-10-31
1004558,8907133,3000,2017-09-13,2017-10-24
1004548,8908111,13500,2017-06-08,2017-07-10
1004548,8907133,7500,2017-06-08,2017-07-10
1005256,8905735,1400,2017-06-22,2017-09-25
1004886,8908672,19200,2017-06-30,2017-08-16
1004886,8908749,20000,2017-06-30,2017-08-04
1004886,8908749,20000,2017-06-30,2017-08-11
1004886,8908749,20000,2017-06-30,2017-08-18
1004886,8908749,20000,2017-06-30,2017-08-25
1004553,8908023,21000,2017-06-30,2017-08-25
1004553,8902635,20000,2017-07-05,2017-08-24
1004577,8908023,21000,2017-07-06,2017-08-21
1005256,8906381,4200,2017-07-13,2017-10-20
1005462,8902398,4200,2018-02-09,2018-04-02
1005462,8902398,1400,2018-02-09,2018-04-16
1005462,8902398,1400,2018-02-09,2018-04-23
1004553,8902635,21000,2017-10-25,2017-11-13
1004553,8902635,21000,2017-10-25,2017-12-11
1004547,8908023,21000,2017-11-11,2017-12-14
1004886,8908672,19400,2017-11-17,2017-12-15
1005436,8908672,20000,2017-11-22,2018-01-05
1005446,8908023,22000,2017-12-05,2018-01-24
1005446,8908023,22000,2017-12-05,2018-02-07
1005447,8907133,6000,2017-12-05,2018-02-06
1005465,8908023,21000,2017-12-22,2018-01-25
1005478,8908023,22000,2018-01-04,2018-02-07
1005478,8908023,22000,2018-01-04,2018-02-14
1005488,8908023,21000,2018-01-11,2018-02-07
1005488,8908023,21000,2018-01-11,2018-02-21
1004553,8908023,20000,2017-10-30,2017-12-01
1004577,8908023,21000,2017-11-16,2018-01-17
1005448,8908112,22000,2017-12-05,2018-01-30
1005495,8908112,14000,2018-01-15,2018-02-01
1005495,8908112,14000,2018-01-15,2018-02-22
1005486,8601986,956,2018-01-15,2018-04-02
1005488,8908023,21000,2018-01-25,2018-03-14
1005488,8908023,21000,2018-02-09,2018-03-28
1004548,8908023,22000,2018-02-13,2018-03-05
1004548,8908023,13000,2018-02-13,2018-03-12
1004553,8902635,21000,2017-11-09,2017-12-27
1005431,8908023,20000,2017-11-22,2018-01-09
1005431,8908023,20000,2017-11-22,2018-01-26
1004553,8908114,20000,2017-11-27,2017-12-12
1004553,8908114,15000,2017-11-29,2017-12-27
1004553,8908114,20000,2017-11-27,2017-12-18
1004553,8908114,20000,2017-11-27,2017-12-27
1005432,8902635,21000,2017-12-11,2018-01-23
1005432,8902635,21000,2017-12-20,2018-01-23
1005448,8908112,22000,2017-12-26,2018-03-27
1005444,8902635,11200,2017-12-29,2018-03-26
1005444,8902635,11200,2017-12-29,2018-03-05
1005444,8902635,11200,2017-12-29,2018-03-12
1005444,8902635,11200,2017-12-29,2018-03-19
1005435,8908023,21000,2018-02-01,2018-02-26
1005435,8908023,21000,2018-02-01,2018-03-02
1005432,8902635,21000,2018-02-13,2018-04-03
1005432,8902635,21000,2018-02-13,2018-04-03
1005429,8908748,20000,2018-02-13,2018-03-20
1005429,8908748,20000,2018-02-13,2018-03-23
1005429,8908748,20000,2018-02-13,2018-03-27
1005429,8908748,20000,2018-02-13,2018-03-30
1005431,8908023,20000,2018-02-13,2018-03-29
1005430,8908749,20000,2018-02-13,2018-03-27
1005430,8908749,20000,2018-02-13,2018-03-30
1005446,8908023,22000,2018-02-16,2018-02-28
1004548,8908023,22000,2018-02-18,2018-03-20
1004548,8908023,22000,2018-02-18,2018-04-04
1005432,8902635,21000,2018-02-18,2018-04-12
1005531,8902398,2816,2018-02-18,2018-03-14
1005435,8908023,21000,2018-02-19,2018-03-12
1004886,8908023,20000,2017-10-11,2017-12-07
1004886,8908023,20000,2017-10-11,2017-12-19
1004577,8908023,21000,2017-10-19,2017-12-06
1004577,8908023,21000,2017-10-19,2017-12-20
1004558,8908023,22000,2017-11-04,2018-01-03
1004558,8908023,22000,2017-11-04,2018-01-09
1004558,8908023,22000,2017-11-04,2018-01-16
1004812,8908023,20000,2017-11-16,2017-12-07
1004812,8908023,20000,2017-11-16,2017-12-18
1005435,8908023,21000,2017-12-02,2018-01-12
1005435,8908023,21000,2017-11-27,2018-01-08
1005432,8902635,21000,2017-11-27,2018-01-09
1005432,8902635,22000,2017-11-27,2018-01-16
1005444,8902635,11200,2017-11-30,2018-01-29
1005444,8902635,11200,2017-11-30,2018-01-29
1005444,8902635,11200,2017-11-30,2018-02-05
1005444,8902635,11200,2017-11-30,2018-02-26
1005452,8908112,12000,2017-12-11,2018-01-10
1005444,8902635,11200,2017-12-29,2018-02-26
1005435,8908023,21000,2018-01-02,2018-02-02
1005435,8908023,21000,2018-01-02,2018-02-09
1004558,8908023,22000,2017-10-13,2017-12-12
1004558,8908023,22000,2017-10-13,2017-12-19
1004558,8908023,22000,2017-10-27,2017-12-06
1004558,8908023,22000,2017-11-11,2018-01-23
1004558,8908023,14000,2017-11-11,2018-02-06
1004558,8908023,22000,2017-11-11,2018-01-30
1004548,8908023,13500,2017-11-11,2018-01-08
1004548,8907133,7500,2017-11-11,2018-01-08
1005429,8908748,20000,2017-11-22,2018-01-05
1005429,8908748,20000,2017-11-22,2018-01-09
1005429,8908748,20000,2017-11-22,2018-01-12
1005429,8908748,20000,2017-11-22,2018-01-16
1005429,8908748,20000,2017-11-22,2018-01-19
1005429,8908748,20000,2017-11-22,2018-01-23
1005429,8908748,20000,2017-11-22,2018-01-26
1005429,8908748,20000,2017-12-18,2018-01-31
1005430,8908749,20000,2017-11-22,2018-01-05
1005430,8908749,20000,2017-11-22,2018-01-12
1005430,8908749,20000,2017-11-22,2018-01-19
1005430,8908749,20000,2017-11-22,2018-01-26
1005430,8908749,20000,2017-12-18,2018-01-31
1005452,8908112,12000,2017-12-20,2018-01-29
1005446,8908023,22000,2017-12-26,2018-01-17
